locusnum,snpid,geneid,chrnum,chrpos,A1,A2,zscore_SCHI,zscore_FATH,zscore_BORN,zscore_BROT,zscore_SIST,zscore_BIRT,zscore_TERM,conjfdr_SCHI_FATH,prune_SCHI_FATH,conjfdr_SCHI_BORN,prune_SCHI_BORN,conjfdr_SCHI_BROT,prune_SCHI_BROT,conjfdr_SCHI_SIST,prune_SCHI_SIST,conjfdr_SCHI_BIRT,prune_SCHI_BIRT,conjfdr_SCHI_TERM,prune_SCHI_TERM,min_conjfdr,pval_SCHI,pval_FATH,pval_BORN,pval_BROT,pval_SIST,pval_BIRT,pval_TERM
9,,,4,78628215,,,3.309928,0.681841,0.382365,3.518190,0.266281,0.794742,0.738037,8.032913e-01,0,9.996350e-01,0,8.479972e-03,1,9.987903e-01,0,7.916507e-01,0,8.425132e-01,0,8.479972e-03,9.332012e-04,4.953396e-01,7.021907e-01,4.345007e-04,7.900231e-01,4.267638e-01,4.604919e-01
9,,,4,78629109,,,3.302510,0.740661,0.488526,3.499969,0.252760,0.763988,0.667334,7.754007e-01,0,9.974773e-01,0,8.629412e-03,0,9.996667e-01,0,8.066687e-01,0,8.693903e-01,0,8.629412e-03,9.582377e-04,4.588987e-01,6.251770e-01,4.653118e-04,8.004535e-01,4.448743e-01,5.045588e-01
9,,,4,78747771,,,3.256415,0.876396,0.602549,3.393370,0.246448,1.003400,0.951360,7.140300e-01,0,9.699664e-01,0,9.657626e-03,0,9.998458e-01,0,7.031205e-01,0,7.771097e-01,0,9.657626e-03,1.128289e-03,3.808148e-01,5.468085e-01,6.903835e-04,8.053358e-01,3.156679e-01,3.414216e-01
9,,,4,78751916,,,3.258139,0.809885,-0.433905,3.485210,0.238264,0.986595,0.998310,7.435556e-01,0,9.992510e-01,0,9.617992e-03,0,9.998431e-01,0,7.099539e-01,0,7.632937e-01,0,9.617992e-03,1.121455e-03,4.180062e-01,6.643578e-01,4.917517e-04,8.116764e-01,3.238413e-01,3.181292e-01
10,,,4,105099546,,,-3.273059,-0.511829,0.768045,-3.364941,1.918790,1.027436,-1.351391,9.006251e-01,0,9.115617e-01,0,9.274302e-03,0,5.847510e-01,0,6.946113e-01,0,6.934071e-01,0,9.274302e-03,1.063902e-03,6.087709e-01,4.424602e-01,7.656001e-04,5.501092e-02,3.042152e-01,1.765703e-01
10,,,4,105110240,,,-3.261033,-0.474109,NaN,-3.372366,1.891388,1.031983,-1.317486,9.199876e-01,0,NaN,0,9.551435e-03,0,5.941837e-01,0,6.936424e-01,0,7.031752e-01,0,9.551435e-03,1.110071e-03,6.354223e-01,NaN,7.452539e-04,5.857250e-02,3.020802e-01,1.876759e-01
10,,,4,105124823,,,-3.289569,-0.569123,NaN,-3.417385,1.783529,0.952974,-1.308881,8.686167e-01,0,NaN,0,8.892405e-03,0,6.228925e-01,0,7.229718e-01,0,6.936478e-01,0,8.892405e-03,1.003409e-03,5.692726e-01,NaN,6.322573e-04,7.450020e-02,3.406031e-01,1.905747e-01
10,,,4,105124943,,,-3.324786,-0.580631,NaN,-3.415995,1.854043,0.925766,-1.323697,8.620143e-01,0,NaN,0,8.179752e-03,1,6.039880e-01,0,7.341732e-01,0,6.909415e-01,0,8.179752e-03,8.848636e-04,5.614889e-01,NaN,6.354932e-04,6.373307e-02,3.545677e-01,1.856035e-01
10,,,4,105126174,,,-3.271063,-0.488203,NaN,-3.367547,1.852571,1.020985,-1.317176,9.134248e-01,0,NaN,0,9.320371e-03,0,6.056076e-01,0,6.968183e-01,0,6.994063e-01,0,9.320371e-03,1.071442e-03,6.254062e-01,NaN,7.584002e-04,6.394380e-02,3.072616e-01,1.877795e-01
10,,,4,105154657,,,-3.242399,-0.379247,0.847612,-3.400673,2.085400,1.480744,-1.193923,9.565582e-01,0,8.758858e-01,0,9.979085e-03,0,5.253232e-01,0,5.702954e-01,0,7.293675e-01,0,9.979085e-03,1.185279e-03,7.045044e-01,3.966542e-01,6.722007e-04,3.703301e-02,1.386749e-01,2.325080e-01
10,,,4,105154878,,,-3.247093,-0.382837,0.813446,-3.406549,2.079444,1.488114,-1.204703,9.552390e-01,0,8.912294e-01,0,9.871552e-03,0,5.275689e-01,0,5.679944e-01,0,7.261134e-01,0,9.871552e-03,1.165902e-03,7.018408e-01,4.159624e-01,6.578968e-04,3.757659e-02,1.367209e-01,2.283179e-01
11,,,4,137412771,,,3.828777,4.283428,NaN,3.425391,0.589548,1.460030,-0.279868,3.054187e-03,0,NaN,0,6.608811e-03,0,9.180877e-01,0,5.694315e-01,0,9.962182e-01,0,3.054187e-03,1.287816e-04,1.840358e-05,NaN,6.139143e-04,5.554939e-01,1.442817e-01,7.795789e-01
11,,,4,137416583,,,3.843881,4.207462,0.386872,3.383284,0.639917,1.557855,-0.375993,2.879994e-03,0,9.996209e-01,0,7.301651e-03,0,8.963084e-01,0,5.459031e-01,0,9.764782e-01,0,2.879994e-03,1.211039e-04,2.582543e-05,6.988506e-01,7.162455e-04,5.222266e-01,1.192676e-01,7.069220e-01
11,,,4,137425467,,,4.093208,4.298608,NaN,3.387344,0.467902,1.671598,-0.349301,1.034919e-03,0,NaN,0,7.233704e-03,0,9.652392e-01,0,5.175573e-01,0,9.820912e-01,0,1.034919e-03,4.254454e-05,1.718741e-05,NaN,7.057285e-04,6.398546e-01,9.460354e-02,7.268636e-01
11,,,4,137425927,,,4.108049,4.314804,NaN,3.388993,0.575047,1.651770,-0.237540,9.665070e-04,0,NaN,0,7.206083e-03,0,9.242339e-01,0,5.227749e-01,0,1.000000e+00,0,9.665070e-04,3.990148e-05,1.597447e-05,NaN,7.014976e-04,5.652597e-01,9.858149e-02,8.122378e-01
11,,,4,137428396,,,4.419510,4.154038,NaN,3.391962,0.528132,1.913172,0.001320,1.180521e-03,0,NaN,0,7.156335e-03,0,9.437414e-01,0,4.451484e-01,0,1.000000e+00,0,1.180521e-03,9.892507e-06,3.266592e-05,NaN,6.939412e-04,5.974075e-01,5.572609e-02,9.989466e-01
11,,,4,137429257,,,4.368776,4.184065,0.605166,3.398820,0.512282,1.787195,-0.030011,1.042117e-03,0,9.700486e-01,0,7.041253e-03,0,9.502026e-01,0,4.854945e-01,0,1.000000e+00,0,1.042117e-03,1.249451e-05,2.863419e-05,5.450688e-01,6.767715e-04,6.084536e-01,7.390605e-02,9.760584e-01
11,,,4,137430622,,,4.354222,4.154478,0.783981,3.378962,0.541417,1.789256,-0.059570,1.178146e-03,0,9.045217e-01,0,7.373910e-03,0,9.382757e-01,0,4.848742e-01,0,1.000000e+00,0,1.178146e-03,1.335400e-05,3.260308e-05,4.330515e-01,7.276019e-04,5.882202e-01,7.357357e-02,9.524980e-01
11,,,4,137430931,,,4.352173,4.149946,0.562560,3.419327,0.485860,1.761646,-0.065945,1.202576e-03,0,9.803012e-01,0,6.698793e-03,0,9.608294e-01,0,4.931396e-01,0,1.000000e+00,0,1.202576e-03,1.347950e-05,3.325533e-05,5.737347e-01,6.277618e-04,6.270667e-01,7.812907e-02,9.474215e-01
11,,,4,137433296,,,4.252424,4.158261,NaN,3.500816,0.725489,1.375288,0.297578,1.157734e-03,0,NaN,0,5.516346e-03,1,8.621643e-01,0,5.901735e-01,0,9.926793e-01,0,1.157734e-03,2.114690e-05,3.206791e-05,NaN,4.638353e-04,4.681523e-01,1.690423e-01,7.660250e-01
11,,,4,137437420,,,4.334365,4.172760,NaN,3.396506,0.461969,1.744517,-0.020526,1.091364e-03,0,NaN,0,7.080112e-03,0,9.662925e-01,0,4.979994e-01,0,1.000000e+00,0,1.091364e-03,1.461817e-05,3.009315e-05,NaN,6.825210e-04,6.441037e-01,8.106903e-02,9.836241e-01
11,,,4,137437516,,,4.330855,4.164146,NaN,3.391122,0.498942,1.742787,-0.032293,1.128809e-03,0,NaN,0,7.170411e-03,0,9.555904e-01,0,4.984700e-01,0,1.000000e+00,0,1.128809e-03,1.485316e-05,3.125204e-05,NaN,6.960710e-04,6.178204e-01,8.137079e-02,9.742388e-01
11,,,4,137441620,,,4.223629,4.203457,NaN,3.489783,0.808188,1.390913,0.278365,9.573632e-04,0,NaN,0,5.662626e-03,0,8.301999e-01,0,5.861419e-01,0,9.965165e-01,0,9.573632e-04,2.403995e-05,2.628696e-05,NaN,4.834125e-04,4.189825e-01,1.642517e-01,7.807321e-01
11,,,4,137442167,,,4.304945,4.141968,NaN,3.428102,0.396788,1.757324,-0.038898,1.245522e-03,0,NaN,0,6.568550e-03,0,9.775978e-01,0,4.944255e-01,0,1.000000e+00,0,1.245522e-03,1.670271e-05,3.443377e-05,NaN,6.078178e-04,6.915235e-01,7.886268e-02,9.689714e-01
11,,,4,137446631,,,4.210236,4.247466,NaN,3.296985,0.372264,1.620844,0.037097,7.930071e-04,0,NaN,0,8.861110e-03,0,9.817259e-01,0,5.305468e-01,0,1.000000e+00,0,7.930071e-04,2.551038e-05,2.162020e-05,NaN,9.772866e-04,7.096960e-01,1.050512e-01,9.704080e-01
11,,,4,137447107,,,4.211832,4.252511,NaN,3.293851,0.364131,1.620395,0.039619,7.750920e-04,0,NaN,0,8.919447e-03,0,9.830800e-01,0,5.306576e-01,0,1.000000e+00,0,7.750920e-04,2.533074e-05,2.113872e-05,NaN,9.882479e-04,7.157602e-01,1.051474e-01,9.683968e-01
11,,,4,137448587,,,4.212983,4.252876,0.590976,3.277783,0.393392,1.611840,0.072082,7.737934e-04,1,9.734934e-01,0,9.251014e-03,0,9.781736e-01,0,5.327670e-01,0,1.000000e+00,0,7.737934e-04,2.520201e-05,2.110424e-05,5.545368e-01,1.046259e-03,6.940301e-01,1.069967e-01,9.425364e-01
11,,,4,137449726,,,4.210918,4.248250,0.647537,3.278704,0.379875,1.619108,0.062457,7.902241e-04,0,9.595832e-01,0,9.231554e-03,0,9.804520e-01,0,5.309754e-01,0,1.000000e+00,0,7.902241e-04,2.543347e-05,2.154469e-05,5.172844e-01,1.042851e-03,7.040378e-01,1.054240e-01,9.501992e-01
12,,,6,403799,,,4.023791,-1.409847,-0.242384,3.433645,-1.641214,-0.802952,-1.193662,5.284021e-01,0,1.000000e+00,0,6.486111e-03,1,6.549940e-01,0,7.875967e-01,0,7.136096e-01,0,6.486111e-03,5.726873e-05,1.585849e-01,8.084830e-01,5.955226e-04,1.007530e-01,4.220026e-01,2.326101e-01
12,,,6,408079,,,4.277075,-0.634443,0.313462,3.657178,-1.567739,-0.451594,-0.885396,8.305394e-01,0,9.998455e-01,0,3.682558e-03,0,6.682666e-01,0,9.535057e-01,0,7.891449e-01,0,3.682558e-03,1.893653e-05,5.257920e-01,7.539300e-01,2.550073e-04,1.169420e-01,6.515618e-01,3.759429e-01
12,,,6,409119,,,4.243759,-0.572857,0.512394,3.649811,-1.631450,-0.495777,-0.841954,8.664762e-01,0,9.920280e-01,0,3.759994e-03,0,6.567815e-01,0,9.386786e-01,0,8.018794e-01,0,3.759994e-03,2.198062e-05,5.667418e-01,6.083756e-01,2.624336e-04,1.027953e-01,6.200521e-01,3.998136e-01
12,,,6,410417,,,4.255535,-0.708793,NaN,3.612370,-1.665876,-0.396036,-0.763497,7.906312e-01,0,NaN,0,4.151392e-03,0,6.498302e-01,0,9.676629e-01,0,8.327800e-01,0,4.151392e-03,2.085499e-05,4.784529e-01,NaN,3.034117e-04,9.573818e-02,6.920788e-01,4.451671e-01
12,,,6,411064,,,4.282359,-0.753733,0.336606,3.668106,-1.605035,-0.402550,-0.809920,7.690713e-01,0,9.997759e-01,0,3.577226e-03,0,6.615811e-01,0,9.660297e-01,0,8.146622e-01,0,3.577226e-03,1.849223e-05,4.510095e-01,7.364138e-01,2.443537e-04,1.084862e-01,6.872790e-01,4.179861e-01
12,,,6,412802,,,-3.737255,0.972734,NaN,-3.267789,1.646189,0.856861,0.238159,6.713928e-01,0,NaN,0,9.461900e-03,0,6.540413e-01,0,7.618732e-01,0,1.000000e+00,0,9.461900e-03,1.860403e-04,3.306855e-01,NaN,1.083911e-03,9.972480e-02,3.915217e-01,8.117578e-01
12,,,6,417727,,,4.367459,-0.999438,0.003557,4.096824,-1.759049,-0.438256,-0.741920,6.600322e-01,0,1.000000e+00,0,9.793266e-04,0,6.292391e-01,0,9.569520e-01,0,8.410381e-01,0,9.793266e-04,1.257002e-05,3.175825e-01,9.971617e-01,4.188565e-05,7.856916e-02,6.612011e-01,4.581359e-01
12,,,6,424915,,,4.313803,1.056094,NaN,3.819052,-1.048797,-0.304361,0.401146,6.403339e-01,0,NaN,0,2.341597e-03,0,7.593673e-01,0,9.898958e-01,0,9.710955e-01,0,2.341597e-03,1.604700e-05,2.909255e-01,NaN,1.339657e-04,2.942714e-01,7.608530e-01,6.883127e-01
12,,,6,425573,,,-3.909371,-0.157072,NaN,-3.991104,0.536261,1.244226,-0.842661,9.995940e-01,0,NaN,0,1.651229e-03,0,9.404024e-01,0,6.248654e-01,0,8.015948e-01,0,1.651229e-03,9.253664e-05,8.751882e-01,NaN,6.576645e-05,5.917781e-01,2.134164e-01,3.994180e-01
12,,,6,432050,,,-3.589839,-0.177233,NaN,-3.440454,1.384223,1.000680,-0.372625,9.995383e-01,0,NaN,0,6.384698e-03,0,6.978141e-01,0,7.028653e-01,0,9.771921e-01,0,6.384698e-03,3.308826e-04,8.593254e-01,NaN,5.807383e-04,1.662902e-01,3.169816e-01,7.094277e-01
12,,,6,433061,,,4.278588,1.184508,NaN,3.386071,-1.314339,-0.538860,0.270487,5.964738e-01,0,NaN,0,7.255010e-03,0,7.086480e-01,0,9.179046e-01,0,9.980750e-01,0,7.255010e-03,1.880823e-05,2.362120e-01,NaN,7.090097e-04,1.887321e-01,5.899834e-01,7.867859e-01
12,,,6,433109,,,4.279414,1.171527,NaN,3.385619,-1.320179,-0.489977,0.282249,6.004524e-01,0,NaN,0,7.262583e-03,0,7.077560e-01,0,9.414314e-01,0,9.957450e-01,0,7.262583e-03,1.873860e-05,2.413868e-01,NaN,7.101795e-04,1.867752e-01,6.241500e-01,7.777528e-01
12,,,6,433962,,,4.228031,1.068981,0.018617,3.546284,-1.377102,-0.383564,0.162691,6.358306e-01,0,1.000000e+00,0,4.917555e-03,0,6.989341e-01,0,9.707696e-01,0,1.000000e+00,0,4.917555e-03,2.357453e-05,2.850783e-01,9.851463e-01,3.907043e-04,1.684808e-01,7.013016e-01,8.707615e-01
12,,,6,434348,,,4.281956,1.125307,-0.025259,3.531956,-1.486484,-0.442093,0.090151,6.157979e-01,0,1.000000e+00,0,5.101293e-03,0,6.818541e-01,0,9.559635e-01,0,1.000000e+00,0,5.101293e-03,1.852579e-05,2.604588e-01,9.798480e-01,4.124975e-04,1.371512e-01,6.584218e-01,9.281674e-01
12,,,6,434364,,,4.268202,1.193390,-0.011858,3.508290,-1.335702,-0.507170,0.086053,5.937369e-01,0,1.000000e+00,0,5.417033e-03,0,7.053733e-01,0,9.332401e-01,0,1.000000e+00,0,5.417033e-03,1.970550e-05,2.327168e-01,9.905391e-01,4.509978e-04,1.816468e-01,6.120353e-01,9.314245e-01
12,,,6,434915,,,4.214142,1.042976,NaN,3.533867,-1.340990,-0.640734,0.150041,6.448869e-01,0,NaN,0,5.075726e-03,0,7.045577e-01,0,8.664974e-01,0,1.000000e+00,0,5.075726e-03,2.507291e-05,2.969592e-01,NaN,4.095276e-04,1.799238e-01,5.216957e-01,8.807321e-01
12,,,6,435471,,,4.060123,1.227842,NaN,3.482275,-1.290178,-0.190046,0.642014,5.830079e-01,0,NaN,0,5.761943e-03,0,7.123124e-01,0,1.000000e+00,0,8.813625e-01,0,5.761943e-03,4.904685e-05,2.195064e-01,NaN,4.971732e-04,1.969889e-01,8.492734e-01,5.208644e-01
12,,,6,441043,,,-3.766462,-1.341656,NaN,-3.258982,1.165836,0.252146,-0.291412,5.485937e-01,0,NaN,0,9.647285e-03,0,7.340901e-01,0,1.000000e+00,0,9.939164e-01,0,9.647285e-03,1.655773e-04,1.797076e-01,NaN,1.118127e-03,2.436808e-01,8.009282e-01,7.707359e-01
12,,,6,452759,,,4.097166,2.964075,NaN,3.569377,-0.809190,-0.303278,0.166224,6.960733e-02,0,NaN,0,4.645535e-03,0,8.298030e-01,0,9.901501e-01,0,1.000000e+00,0,4.645535e-03,4.182386e-05,3.035946e-03,NaN,3.578311e-04,4.184056e-01,7.616777e-01,8.679809e-01
12,,,6,453825,,,4.221659,2.639750,NaN,3.781448,-1.189859,-0.269569,-0.115381,1.430501e-01,0,NaN,0,2.606953e-03,0,7.299412e-01,0,9.979716e-01,0,1.000000e+00,0,2.606953e-03,2.425109e-05,8.296730e-03,NaN,1.559186e-04,2.341020e-01,7.874921e-01,9.081429e-01
12,,,6,455419,,,-3.533301,-2.233845,-0.263767,-3.337527,0.668487,-0.176929,0.610648,2.695430e-01,0,9.999912e-01,0,8.102086e-03,0,8.836556e-01,0,1.000000e+00,0,8.959406e-01,0,8.102086e-03,4.104045e-04,2.549327e-02,7.919591e-01,8.452737e-04,5.038227e-01,8.595638e-01,5.414323e-01
12,,,6,456344,,,4.246477,2.595411,NaN,4.064606,-1.126907,-0.188302,-0.058488,1.554849e-01,0,NaN,0,1.089416e-03,0,7.419338e-01,0,1.000000e+00,0,1.000000e+00,0,1.089416e-03,2.171585e-05,9.447799e-03,NaN,4.811358e-05,2.597819e-01,8.506396e-01,9.533600e-01
12,,,6,456749,,,4.261638,2.663325,NaN,4.069218,-1.122594,-0.190162,-0.102093,1.366078e-01,0,NaN,0,1.073708e-03,0,7.429144e-01,0,1.000000e+00,0,1.000000e+00,0,1.073708e-03,2.029340e-05,7.737270e-03,NaN,4.717125e-05,2.616099e-01,8.491823e-01,9.186827e-01
12,,,6,457748,,,4.334836,2.728523,0.389839,4.279008,-1.031283,-0.131237,-0.042022,1.196579e-01,0,9.996115e-01,0,5.190702e-04,0,7.631816e-01,0,1.000000e+00,0,1.000000e+00,0,5.190702e-04,1.458692e-05,6.361860e-03,6.966553e-01,1.877285e-05,3.024080e-01,8.955880e-01,9.664813e-01
12,,,6,457987,,,4.478567,2.647934,NaN,4.368880,-1.057146,-0.231760,-0.011643,1.407359e-01,0,NaN,0,3.712177e-04,0,7.575370e-01,0,1.000000e+00,0,1.000000e+00,0,3.712177e-04,7.514570e-06,8.098530e-03,NaN,1.248854e-05,2.904452e-01,8.167247e-01,9.907108e-01
12,,,6,460515,,,4.315815,2.529642,NaN,4.271100,-0.939240,-0.087246,-0.410600,1.747660e-01,0,NaN,0,5.333258e-04,0,7.883511e-01,0,1.000000e+00,0,9.690488e-01,0,5.333258e-04,1.590151e-05,1.141791e-02,NaN,1.945111e-05,3.476074e-01,9.304764e-01,6.813661e-01
12,,,6,460901,,,4.373786,2.401021,0.485548,4.282998,-0.900586,-0.054961,-0.528691,2.145983e-01,0,9.981515e-01,0,5.118678e-04,0,7.996475e-01,0,1.000000e+00,0,9.327289e-01,0,5.118678e-04,1.221100e-05,1.634942e-02,6.272875e-01,1.843921e-05,3.678083e-01,9.561692e-01,5.970198e-01
12,,,6,461906,,,-4.473890,-1.740150,NaN,-4.576701,-0.127500,-0.288048,0.534151,4.313039e-01,0,NaN,0,2.581913e-04,0,9.998398e-01,0,9.937068e-01,0,9.303363e-01,0,2.581913e-04,7.680913e-06,8.183263e-02,NaN,4.723665e-06,8.985447e-01,7.733100e-01,5.932370e-01
12,,,6,462299,,,5.120236,1.982192,0.405902,5.098186,-0.207945,-0.153919,-0.377679,3.539015e-01,0,9.995608e-01,0,1.444422e-05,0,9.997305e-01,0,1.000000e+00,0,9.761202e-01,0,1.444422e-05,3.051531e-07,4.745777e-02,6.848144e-01,3.429238e-07,8.352723e-01,8.776737e-01,7.056690e-01
12,,,6,462968,,,5.188347,2.041575,NaN,5.162122,-0.188105,-0.162117,-0.399443,3.341673e-01,0,NaN,0,1.032905e-05,1,9.997580e-01,0,1.000000e+00,0,9.714628e-01,0,1.032905e-05,2.121693e-07,4.119374e-02,NaN,2.441656e-07,8.507942e-01,8.712140e-01,6.895667e-01
13,,,6,506231,,,-3.804509,1.377120,1.983025,-3.464348,0.971780,1.037648,1.499471,5.381715e-01,0,3.992604e-01,0,6.027433e-03,1,7.786576e-01,0,6.904381e-01,0,6.624610e-01,0,6.027433e-03,1.420860e-04,1.684753e-01,4.736459e-02,5.315188e-04,3.311599e-01,2.994337e-01,1.337514e-01
13,,,6,506781,,,-3.732774,1.348170,NaN,-3.395645,1.031744,1.085675,1.549758,5.466922e-01,0,NaN,0,7.094554e-03,0,7.630817e-01,0,6.741369e-01,0,6.538165e-01,0,7.094554e-03,1.893828e-04,1.776037e-01,NaN,6.846703e-04,3.021921e-01,2.776229e-01,1.211997e-01
13,,,6,540016,,,-3.966356,1.120405,2.539029,-3.442535,1.284318,1.318163,1.387080,6.175641e-01,0,1.948870e-01,0,6.353671e-03,0,7.131949e-01,0,6.046678e-01,0,6.807362e-01,0,6.353671e-03,7.297985e-05,2.625411e-01,1.111607e-02,5.762888e-04,1.990307e-01,1.874490e-01,1.654175e-01
14,,,6,152201201,,,3.617194,2.163933,NaN,4.589458,0.980862,6.191852,-0.046828,2.930909e-01,0,NaN,0,3.805429e-03,0,7.759222e-01,0,1.320268e-02,0,1.000000e+00,0,3.805429e-03,2.978145e-04,3.046952e-02,NaN,4.443984e-06,3.266610e-01,5.946156e-10,9.626504e-01
14,,,6,152201464,,,4.622630,1.427322,NaN,3.810301,1.745768,4.467616,-0.807177,5.234853e-01,0,NaN,0,2.403555e-03,0,6.323851e-01,0,2.269504e-04,0,8.157460e-01,0,2.269504e-04,3.789048e-06,1.534870e-01,NaN,1.387975e-04,8.085121e-02,7.909621e-06,4.195643e-01
14,,,6,152202007,,,4.382529,3.661440,NaN,4.814918,1.344685,6.276215,-0.401670,8.095406e-03,0,NaN,0,3.609514e-04,0,7.039865e-01,0,6.926522e-04,0,9.709824e-01,0,3.609514e-04,1.173093e-05,2.508014e-04,NaN,1.472601e-06,1.787269e-01,3.469148e-10,6.879268e-01
14,,,6,152202498,,,5.064711,2.437431,NaN,4.031340,1.870654,4.770085,-0.825474,2.031061e-01,0,NaN,0,1.216603e-03,0,5.989901e-01,0,5.469671e-05,0,8.084845e-01,0,5.469671e-05,4.090198e-07,1.479205e-02,NaN,5.545973e-05,6.139302e-02,1.841478e-06,4.091028e-01
14,,,6,152203104,,,5.139931,2.414706,4.141243,4.012767,1.896359,4.888297,-0.941775,2.101518e-01,0,1.471119e-03,0,1.290410e-03,0,5.909152e-01,0,3.119591e-05,1,7.726548e-01,0,3.119591e-05,2.748396e-07,1.574790e-02,3.454286e-05,6.001105e-05,5.791259e-02,1.017118e-06,3.463080e-01
14,,,6,152208722,,,5.121323,2.397100,4.036130,4.094969,1.866043,4.868539,-0.863183,2.158817e-01,0,2.330905e-03,0,9.856877e-04,0,6.004301e-01,0,3.442645e-05,0,7.955039e-01,0,3.442645e-05,3.033998e-07,1.652540e-02,5.434010e-05,4.222249e-05,6.203529e-02,1.124266e-06,3.880369e-01
14,,,6,152214111,,,5.125955,2.394701,NaN,4.054779,2.205813,4.822774,-0.810092,2.166662e-01,0,NaN,0,1.123020e-03,0,4.722643e-01,0,4.276558e-05,0,8.145943e-01,0,4.276558e-05,2.960329e-07,1.663391e-02,NaN,5.018181e-05,2.739707e-02,1.415753e-06,4.178875e-01
14,,,6,152215199,,,4.303434,3.708929,NaN,4.570847,1.433426,6.417283,-0.354180,6.838552e-03,1,NaN,0,4.755708e-04,0,6.901343e-01,0,9.829734e-04,0,9.810727e-01,0,4.755708e-04,1.681706e-05,2.081379e-04,NaN,4.857575e-06,1.517360e-01,1.387282e-10,7.232041e-01
14,,,6,152215722,,,4.262214,3.666535,NaN,4.574118,1.417710,6.438053,-0.358038,7.961248e-03,0,NaN,0,5.457859e-04,0,6.925497e-01,0,1.171881e-03,0,9.802650e-01,0,5.457859e-04,2.024113e-05,2.458591e-04,NaN,4.782297e-06,1.562756e-01,1.210160e-10,7.203146e-01
14,,,6,152219415,,,5.101137,2.381417,NaN,4.031789,1.802097,4.708377,-0.776264,2.209994e-01,0,NaN,0,1.214815e-03,0,6.179139e-01,0,7.240031e-05,0,8.278450e-01,0,7.240031e-05,3.376185e-07,1.724619e-02,NaN,5.535389e-05,7.153007e-02,2.496964e-06,4.375929e-01
14,,,6,152223003,,,5.022912,2.119957,NaN,3.919166,1.893037,4.535284,-0.860124,3.079233e-01,0,NaN,0,1.734751e-03,0,5.919632e-01,0,1.584128e-04,0,7.963734e-01,0,1.584128e-04,5.089397e-07,3.400971e-02,NaN,8.885589e-05,5.835292e-02,5.752604e-06,3.897205e-01
14,,,6,152225383,,,4.334469,3.676866,4.419269,4.554268,1.415303,6.437374,-0.322496,7.688721e-03,0,6.917429e-04,1,4.275107e-04,0,6.929180e-01,0,8.581876e-04,0,9.876257e-01,0,4.275107e-04,1.461123e-05,2.361171e-04,9.903515e-06,5.256831e-06,1.569798e-01,1.215581e-10,7.470771e-01
14,,,6,152227421,,,4.441043,3.461041,3.766366,4.437790,1.249848,5.654228,-0.778601,1.623226e-02,0,7.106757e-03,0,2.922478e-04,1,7.193662e-01,0,5.321359e-04,0,8.269381e-01,0,2.922478e-04,8.952384e-06,5.380911e-04,1.656409e-04,9.088735e-06,2.113551e-01,1.565486e-08,4.362151e-01
14,,,6,152229445,,,5.129693,2.270242,3.730058,4.044735,1.802097,4.862558,-0.727582,2.575019e-01,0,8.185178e-03,0,1.163180e-03,0,6.179139e-01,0,3.540180e-05,0,8.464687e-01,0,3.540180e-05,2.902155e-07,2.319289e-02,1.914357e-04,5.238227e-05,7.153007e-02,1.158781e-06,4.668696e-01
14,,,6,152229850,,,4.266558,3.635304,4.538340,4.532976,1.392367,6.436795,-0.303252,8.933333e-03,0,9.392929e-04,0,5.375837e-04,0,6.965287e-01,0,1.148958e-03,0,9.915364e-01,0,5.375837e-04,1.985116e-05,2.776532e-04,5.669874e-06,5.815841e-06,1.638112e-01,1.220223e-10,7.616980e-01
14,,,6,152231404,,,4.266163,3.544611,NaN,4.527978,1.376660,6.463693,-0.279617,1.220810e-02,0,NaN,0,5.382465e-04,0,6.990034e-01,0,1.150732e-03,0,9.962680e-01,0,5.382465e-04,1.988639e-05,3.931928e-04,NaN,5.955077e-06,1.686173e-01,1.021783e-10,7.797711e-01
14,,,6,152234593,,,4.388199,3.333218,3.857013,4.376212,1.471512,5.629666,-0.756426,2.449283e-02,0,4.951005e-03,0,3.617424e-04,0,6.842105e-01,0,6.758187e-04,0,8.354976e-01,0,3.617424e-04,1.142934e-05,8.584757e-04,1.147809e-04,1.207598e-05,1.411528e-01,1.805589e-08,4.493939e-01
14,,,6,152235339,,,4.194217,3.454531,4.450109,4.472585,1.319788,6.508046,-0.168295,1.659395e-02,0,1.308851e-03,0,6.848242e-04,0,7.078159e-01,0,1.572400e-03,0,1.000000e+00,0,6.848242e-04,2.738152e-05,5.512512e-04,8.582671e-06,7.727972e-06,1.869059e-01,7.613446e-11,8.663509e-01
14,,,6,152237468,,,5.082832,2.201628,3.969607,3.985408,1.828474,4.852613,-0.701736,2.804663e-01,0,3.099533e-03,0,1.409278e-03,0,6.108783e-01,0,3.702145e-05,0,8.561438e-01,0,3.702145e-05,3.718482e-07,2.769161e-02,7.199123e-05,6.736429e-05,6.747851e-02,1.218454e-06,4.828438e-01
14,,,6,152237618,,,4.374610,3.306735,3.882193,4.383464,1.496185,5.645660,-0.776765,2.657004e-02,0,4.453798e-03,0,3.707938e-04,0,6.803189e-01,0,7.161350e-04,0,8.276509e-01,0,3.707938e-04,1.216499e-05,9.439001e-04,1.035188e-04,1.168071e-05,1.346054e-01,1.645490e-08,4.372977e-01
